Time (Z),Diff_Min,MWS_Wind_Dir,CYYR_Wind_Dir,MWS_Wind_Spd,CYYR_Wind_Spd,MWS_Wind_Gust,CYYR_Wind_Gust,MWS_Vis,CYYR_Vis,MWS_Wx,CYYR_Wx,MWS_Temp,CYYR_Temp,MWS_Dew,CYYR_Dew,MWS_QNH,CYYR_QNH
18. 15:15Z,15,10,0,3,0,4.0,,6SM,12SM,///002 ///018 ///019 CLD LYR BLO,CYYR -SN SCT032 BKN055,M1,M01,M8,M08,A2981,A2986
18. 15:55Z,5,80,40,5,7,18.0,,6SM,15SM,///018,CYYR -SN FEW018 BKN032 OVC050,M2,M02,M8,M07,A2980,A2984
18. 16:15Z,15,70,40,5,7,6.0,,6SM,15SM,///019,CYYR -SN FEW018 BKN032 OVC050,M2,M02,M8,M07,A2979,A2984
18. 16:45Z,15,60,30,5,7,6.0,,6SM,15SM,///021,CYYR -SN OVC025,M2,M02,M8,M07,A2978,A2983
18. 16:50Z,10,70,30,5,7,,,6SM,15SM,///021,CYYR -SN OVC025,M2,M02,M8,M07,A2978,A2983
18. 16:55Z,5,80,30,7,7,8.0,,6SM,15SM,///020 ///021,CYYR -SN OVC025,M2,M02,M8,M07,A2978,A2983
18. 17:05Z,5,50,30,7,7,8.0,,6SM,15SM,///022 ///023,CYYR -SN OVC025,M2,M02,M8,M07,A2978,A2983
18. 17:15Z,15,60,30,6,7,7.0,,6SM,15SM,///023 ///027,CYYR -SN OVC025,M2,M02,M8,M07,A2977,A2983
18. 17:55Z,5,60,40,8,7,11.0,,6SM,15SM,///031 ///032 ///033,CYYR -SN BKN032 OVC050,M2,M02,M8,M07,A2977,A2981
18. 18:15Z,15,70,40,7,7,8.0,,6SM,15SM,///032 ///035,CYYR -SN BKN032 OVC050,M2,M02,M8,M07,A2977,A2981
18. 18:55Z,5,70,50,7,8,14.0,,6SM,15SM,///030 ///031,CYYR -SN OVC031,M2,M02,M8,M08,A2976,A2981
18. 19:15Z,15,80,50,7,8,9.0,,6SM,15SM,///031,CYYR -SN OVC031,M2,M02,M8,M08,A2976,A2981
18. 19:35Z,5,70,50,7,7,9.0,,6SM,15SM,///030 ///031,CYYR BKN031 OVC060,M3,M03,M8,M07,A2976,A2981
18. 19:55Z,5,60,40,7,7,9.0,,6SM,15SM,///031 ///032 ///033,CYYR FEW020 BKN030 OVC055,M3,M03,M8,M08,A2976,A2981
18. 20:15Z,15,70,40,6,7,9.0,,6SM,15SM,///029 ///030 ///031,CYYR FEW020 BKN030 OVC055,M3,M03,M8,M08,A2976,A2981
18. 20:55Z,5,50,40,5,5,8.0,,6SM,15SM,///030 ///031 ///033,CYYR OVC032,M3,M03,M8,M08,A2976,A2981
18. 21:15Z,15,50,40,5,5,6.0,,6SM,15SM,///033 ///034,CYYR OVC032,M3,M03,M8,M08,A2977,A2981
18. 21:55Z,5,50,40,5,5,6.0,,6SM,15SM,///033 ///034,CYYR OVC035,M4,M04,M9,M08,A2977,A2982
18. 22:15Z,15,60,40,5,5,,,6SM,15SM,///033,CYYR OVC035,M4,M04,M9,M08,A2977,A2982
18. 22:55Z,5,60,30,4,5,5.0,,6SM,15SM,///030,CYYR OVC032,M4,M04,M9,M07,A2978,A2982
18. 23:15Z,15,60,30,5,5,7.0,,6SM,15SM,///030,CYYR OVC032,M4,M04,M9,M07,A2978,A2982
18. 23:35Z,14,60,40,4,5,,,6SM,15SM,///031 ///032,CYYR -SHSN OVC032,M4,M04,M9,M07,A2978,A2982
18. 23:55Z,5,40,40,3,5,,,6SM,15SM,///033 ///034 ///035,﻿METAR CYYR -SHSN OVC032,M4,M04,M9,M07,A2978,A2982
